小养养;u90861356321; 2013-09-28  10:38:35 ;146397624;28;7;NULL;盐城市第三人民医院
王杨彬彬;u25862290372; 2013-09-28  10:50:49 ;146403400;29;5;NULL;
小小超小小可;u50838783639; 2013-09-28  18:39:04 ;146603774;30;4;NULL;济宁医学院附属医院
王杨彬彬;u25862290372; 2013-09-28  21:19:28 ;146678103;31;5;NULL;
逗逗妮儿;u928689771856; 2013-09-28  21:25:33 ;146681879;32;8;NULL;山西省儿童医院
逗逗妮儿;u928689771856; 2013-09-28  21:26:49 ;146682659;33;8;NULL;山西省儿童医院
王杨彬彬;u25862290372; 2013-09-28  21:30:15 ;146684707;34;5;NULL;
逗逗妮儿;u928689771856; 2013-09-28  21:40:20 ;146690766;35;8;NULL;山西省儿童医院
逗逗妮儿;u928689771856; 2013-09-28  21:41:39 ;146691541;36;8;NULL;山西省儿童医院
王杨彬彬;u25862290372; 2013-09-28  21:51:18 ;146697525;37;5;NULL;
王杨彬彬;u25862290372; 2013-09-28  21:52:06 ;146698062;38;5;NULL;
逗逗妮儿;u928689771856; 2013-09-28  21:56:44 ;146700988;39;8;NULL;山西省儿童医院
王杨彬彬;u25862290372; 2013-09-28  21:58:04 ;146701749;40;5;NULL;
逗逗妮儿;u928689771856; 2013-09-28  22:08:16 ;146707715;41;8;NULL;山西省儿童医院
王杨彬彬;u25862290372; 2013-09-28  22:17:28 ;146712989;42;5;NULL;
王杨彬彬;u25862290372; 2013-10-05  10:46:57 ;149629744;43;5;NULL;
78970514;u798693306671; 2013-10-05  10:55:18 ;149633360;44;5;NULL;来宾市人民医院
聪慧小羊羊;u31360429351; 2014-10-05  08:35:14 ;474039655;45;2;NULL;
小养养;u90861356321; 2014-10-10  16:04:12 ;479615431;46;7;NULL;盐城市第三人民医院
爱的创可帖;u298661909868; 2013-09-29  17:01:33 ;;;4;yancheng;盐城妇幼保健院
小yummy;u978607761184; 2013-09-29  17:02:34 ;147074586;1;5;NULL;韶关市妇幼保健院
小薇千寻Vivian;u528651861085; 2013-09-29  17:05:04 ;147075720;2;3;NULL;
爱的创可帖;u298661909868; 2013-09-29  17:10:19 ;147078161;3;4;NULL;盐城妇幼保健院
丽爱宝儿;u858697912777; 2013-09-29  17:10:43 ;147078347;4;5;NULL;
爱的创可帖;u298661909868; 2013-09-29  17:10:51 ;147078405;5;4;NULL;盐城妇幼保健院
孕孕孕孕孕孕孕孕孕孕孕孕;u528667665228; 2013-09-29  17:11:30 ;147078711;6;4;NULL;
爱的创可帖;u298661909868; 2013-09-29  17:12:19 ;147079103;7;4;NULL;盐城妇幼保健院
miminingning;u49867423096; 2013-09-29  17:12:26 ;147079173;8;4;NULL;华北煤炭医院
宝妈莞;u13860230327; 2013-09-29  17:13:15 ;147079555;9;5;NULL;
爱的创可帖;u298661909868; 2013-09-29  17:15:20 ;147080478;10;4;NULL;盐城妇幼保健院
丽爱宝儿;u858697912777; 2013-09-29  17:15:26 ;147080520;11;5;NULL;
xinnuo912;u90807845769; 2013-09-29  17:16:03 ;147080824;12;2;NULL;昆明市妇幼保健院
lixeniaxu;u128620554741; 2013-09-29  17:16:32 ;147081038;13;2;NULL;江苏省妇幼保健院
丽爱宝儿;u858697912777; 2013-09-29  17:16:47 ;147081161;14;5;NULL;
爱的创可帖;u298661909868; 2013-09-29  17:17:40 ;147081570;15;4;NULL;盐城妇幼保健院
丽爱宝儿;u858697912777; 2013-09-29  17:18:39 ;147082048;16;5;NULL;
徐梦灵;u158658833406; 2013-09-29  17:21:12 ;147083194;17;3;NULL;厦门市妇幼保健院
徐梦灵;u158658833406; 2013-09-29  17:22:01 ;147083560;18;3;NULL;厦门市妇幼保健院
马宝笑笑;u11804900875; 2013-09-29  17:23:17 ;147084155;19;5;NULL;
爱的创可帖;u298661909868; 2013-09-29  17:25:05 ;147084976;20;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-29  17:25:22 ;147085082;21;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-29  17:25:59 ;147085373;22;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-29  17:26:22 ;147085548;23;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-29  17:27:59 ;147086292;24;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-29  17:28:23 ;147086483;25;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-29  17:28:40 ;147086582;26;4;NULL;盐城妇幼保健院
xinnuo912;u90807845769; 2013-09-29  17:29:43 ;147087041;27;2;NULL;昆明市妇幼保健院
89年玲麻麻;u148669388050; 2013-09-29  17:32:58 ;147088406;28;4;NULL;揭阳市人民医院
萧然EC21F7FC1CF90C4BC3;u758666638028; 2013-09-29  17:34:06 ;147088897;29;5;NULL;
冰冰bb123;u148651087796; 2013-09-29  17:39:44 ;147091228;30;4;NULL;增城市妇幼保健院
hss1557;u408651260152; 2013-09-29  17:44:10 ;147092943;31;5;NULL;平顶山第一人民医院
wo卟乖;u878680391175; 2013-09-29  17:48:22 ;147094602;32;5;NULL;哈尔滨医科大学附属第五院医院妇产医院
丽爱宝儿;u858697912777; 2013-09-29  17:54:15 ;147096852;33;5;NULL;
uranusyao;u878620295867; 2013-09-29  18:04:49 ;147100915;34;2;NULL;
缘梦2013;u88863844819; 2013-09-29  18:07:18 ;147101904;35;2;NULL;
李家小小马;u10832558036; 2013-09-29  18:23:17 ;147107748;36;7;NULL;玉林市妇幼保健院
琼蜜蜜;u10867290414; 2013-09-29  18:44:30 ;147115439;37;2;NULL;
琼蜜蜜;u10867290414; 2013-09-29  18:45:03 ;147115635;38;2;NULL;
情爱绵绵;u11808675233; 2013-09-29  18:49:33 ;147117202;39;6;NULL;通许县人民医院
萌备孕;u83867882727; 2013-09-29  21:31:39 ;147195166;40;3;NULL;
寶貝老公寶貝乖;u88869884774; 2013-09-29  21:42:41 ;147201240;41;4;NULL;
艳BEIB;u10865873142; 2013-09-29  21:51:15 ;147206314;42;2;NULL;
小不点儿快过来;u10868766077; 2013-09-29  22:15:39 ;147220478;43;8;NULL;酒泉市医院
瑶宝儿123;u57865839537; 2013-09-29  22:17:28 ;147221504;44;5;NULL;
许越彬;u49866220978; 2013-09-29  22:18:48 ;147222302;45;3;NULL;
小小丹子宝贝;u128691438120; 2013-09-29  22:57:48 ;147244901;46;3;NULL;梅江区妇幼保健院
孕啊;u10862227551; 2013-09-29  22:59:50 ;147245981;47;3;NULL;陕西省妇幼保健院
媛媛Rani;u34862394171; 2013-09-29  23:03:47 ;147248014;48;4;NULL;许昌市人民医院
懒训猪520;u168674762060; 2013-09-29  23:06:10 ;147249264;49;2;NULL;
宝妈莞;u13860230327; 2013-09-29  23:08:11 ;147250291;50;5;NULL;
nasiy;u148651923854; 2013-09-29  23:09:51 ;147251186;52;3;NULL;深圳市妇幼保健院
宝妈850506;u158672525864; 2013-09-29  23:27:56 ;147259634;53;8;NULL;北京妇产医院
紫汐宝宝;u13867476079; 2013-09-29  23:28:22 ;147259834;54;3;NULL;
mmliuqin;u71860920360; 2013-09-29  23:31:36 ;147261226;55;3;NULL;
爱的创可帖;u298661909868; 2013-09-30  01:16:52 ;147289774;56;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:17:14 ;147289844;57;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:19:14 ;147290105;58;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:19:31 ;147290141;59;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:22:29 ;147290534;60;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:23:38 ;147290688;61;4;NULL;盐城妇幼保健院
陶陶陶子;u958698360383; 2013-09-30  01:23:54 ;147290721;62;4;NULL;阜阳市第六人民医院
爱的创可帖;u298661909868; 2013-09-30  01:24:23 ;147290782;63;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:24:44 ;147290824;64;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:26:38 ;147291086;65;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:27:25 ;147291192;66;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:28:15 ;147291306;67;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:28:28 ;147291334;68;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:28:42 ;147291360;69;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:30:14 ;147291527;70;4;NULL;盐城妇幼保健院
觅觅妞;u49861432012; 2013-09-30  01:32:35 ;147291799;71;6;NULL;
爱的创可帖;u298661909868; 2013-09-30  01:33:48 ;147291964;72;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:34:18 ;147292023;73;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:34:41 ;147292061;74;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:35:02 ;147292105;75;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:35:25 ;147292148;76;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:35:55 ;147292203;77;4;NULL;盐城妇幼保健院
景珍霖;u728620539799; 2013-09-30  01:36:02 ;147292215;78;4;NULL;瑞安市妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:36:39 ;147292286;79;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:36:58 ;147292318;80;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:37:23 ;147292365;81;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:37:47 ;147292407;82;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:38:05 ;147292449;83;4;NULL;盐城妇幼保健院
爱的创可帖;u298661909868; 2013-09-30  01:38:47 ;147292522;84;4;NULL;盐城妇幼保健院
欣欣栾栾;u758690391054; 2013-09-30  01:50:58 ;147293795;85;6;NULL;天津市西青医院
粉色的梦2013;u268651307976; 2013-09-30  05:01:38 ;147304822;86;5;NULL;佳木斯市妇幼保健院
永结彤心_369;u10862115818; 2013-09-30  05:28:58 ;147306289;87;2;NULL;
lingxiang520;u13865822819; 2013-09-30  05:43:09 ;147307179;88;2;NULL;
刘倩文;u358627024378; 2013-09-30  06:24:32 ;147310921;89;4;NULL;徐州妇幼保健院
Anny_Q;u158370661360; 2013-09-30  10:34:07 ;147405260;90;4;NULL;
凯乐00;u958479439330; 2014-12-09  09:44:47 ;540615786;91;2;NULL;
柒铥铥;u948092594234; 2013-09-30  23:45:02 ;;;2;hebi;
小格格贝贝1102;u23865883938; 2013-10-01  18:57:27 ;;;5;chongqing;
许多钱钱钱;u11868416409; 2013-10-01  19:12:37 ;148029728;1;5;NULL;
小格格贝贝1102;u23865883938; 2013-10-01  19:19:51 ;148032949;2;5;NULL;
莹莹快好孕;u128685246385; 2013-10-01  19:25:27 ;148034990;3;6;NULL; Royal  hopspital  for  women 
小格格贝贝1102;u23865883938; 2013-10-01  19:54:09 ;148046493;4;5;NULL;
魏包包;u23863100155; 2013-10-01  20:08:42 ;148052390;5;5;NULL;南平市第一医院
小格格贝贝1102;u23865883938; 2013-10-01  20:12:13 ;148053959;6;5;NULL;
丫丫六月见;u158679684990; 2013-10-01  20:34:36 ;148064673;7;5;NULL;苏州母子医院
浅希紫;u148677248397; 2013-10-01  20:56:25 ;148075851;8;7;NULL;昆华医院
浅希紫;u148677248397; 2013-10-01  20:57:23 ;148076385;9;7;NULL;昆华医院
浅希紫;u148677248397; 2013-10-01  20:58:25 ;148076903;10;7;NULL;昆华医院
郭李有宝;u128676431878; 2013-10-01  20:58:59 ;148077182;11;5;NULL;牡丹江医学院附属第二医院
小格格贝贝1102;u23865883938; 2013-10-01  21:02:26 ;148078924;12;5;NULL;
玉秋歌;u538630934786; 2013-10-01  21:04:27 ;148079951;13;3;NULL;迁西县妇幼保健院
魏包包;u23863100155; 2013-10-01  21:12:16 ;148084078;14;5;NULL;南平市第一医院
魏包包;u23863100155; 2013-10-01  21:14:08 ;148085119;15;5;NULL;南平市第一医院
魏包包;u23863100155; 2013-10-01  21:14:09 ;148085130;16;5;NULL;南平市第一医院
小格格贝贝1102;u23865883938; 2013-10-01  21:18:48 ;148087525;17;5;NULL;
魏包包;u23863100155; 2013-10-01  21:37:54 ;148097944;18;5;NULL;南平市第一医院
summerxiaoQi;u61867897447; 2013-10-01  21:51:50 ;148105445;19;6;NULL;
小格格贝贝1102;u23865883938; 2013-10-01  21:58:23 ;148108890;20;5;NULL;
粉宝粉宝;u768348210384; 2013-10-01  22:05:13 ;148112799;21;10;NULL;深圳市人民医院
浅希紫;u148677248397; 2013-10-01  22:05:57 ;148113200;22;7;NULL;昆华医院
莹莹快好孕;u128685246385; 2013-10-02  06:53:17 ;148210556;23;6;NULL; Royal  hopspital  for  women 
莹莹快好孕;u128685246385; 2013-10-02  06:55:40 ;148210972;24;6;NULL; Royal  hopspital  for  women 
粉宝粉宝;u768348210384; 2013-10-02  09:22:25 ;148254188;25;10;NULL;深圳市人民医院
玉秋歌;u538630934786; 2013-10-02  22:44:08 ;148573047;26;3;NULL;迁西县妇幼保健院
哇哈哈树;u728794600806; 2013-12-12  10:17:42 ;192495892;27;2;NULL;
孕期用户86815297;u378985041909; 2013-12-12  10:31:57 ;192504910;28;2;NULL;营口妇产儿童医院
大男人111;u123958858249; 2015-01-15  13:32:15 ;576476211;29;2;NULL;
思璇妈ma;u858660662880; 2013-10-09  11:36:02 ;;;3;anshan;海城市中心医院
筱八;u34867373862; 2013-10-09  11:58:38 ;151821239;1;6;NULL;巨野县人民医院
思璇妈ma;u858660662880; 2013-10-09  12:00:16 ;151822061;2;3;NULL;海城市中心医院
12567丢3落4;u128647389312; 2013-10-09  12:08:07 ;151826208;3;2;NULL;
宝贝来了啦;u46864607882; 2013-10-09  12:08:40 ;151826503;4;5;NULL;中石油中心医院
思璇妈ma;u858660662880; 2013-10-09  12:10:18 ;151827382;5;3;NULL;海城市中心医院
天空安静1987;u158621692628; 2013-10-09  12:43:03 ;151844780;6;5;NULL;灌南人民医院
黑妞敏敏;u10865584536; 2013-10-09  12:44:39 ;151845702;7;8;NULL;
羊羊快到妈妈怀里来;u168635763147; 2013-10-09  12:45:17 ;151846075;8;7;NULL;
黑妞敏敏;u10865584536; 2013-10-09  12:45:45 ;151846322;9;8;NULL;
dai呆;u158690284548; 2013-10-09  15:52:57 ;151972029;10;3;NULL;承德市妇幼保健院
许多钱钱钱;u11868416409; 2013-10-09  16:04:18 ;151978545;11;5;NULL;
思璇妈ma;u858660662880; 2013-10-09  16:11:52 ;151982620;12;3;NULL;海城市中心医院
女人别心软;u168647217980; 2013-10-09  16:19:37 ;151986738;13;3;NULL;郑州市妇幼保健院
dai呆;u158690284548; 2013-10-09  16:57:30 ;152007467;14;3;NULL;承德市妇幼保健院
许多钱钱钱;u11868416409; 2013-10-09  18:19:40 ;152047515;15;5;NULL;
思璇妈ma;u858660662880; 2013-10-09  18:37:19 ;152055134;16;3;NULL;海城市中心医院
landlady;u128603677441; 2013-10-09  21:10:37 ;152142879;17;6;NULL;海淀妇幼保健院
辣妈辣妈加油;u968646500541; 2013-10-09  21:25:38 ;152152529;18;5;NULL;
辣妈辣妈加油;u968646500541; 2013-10-09  21:27:55 ;152153956;19;5;NULL;
hazehe1988;u96213579773; 2013-10-09  21:39:02 ;152160936;20;2;NULL;
hazehe1988;u96213579773; 2013-10-09  21:40:29 ;152161837;21;2;NULL;
小雪1304619565;u288649842951; 2013-10-09  21:53:01 ;152169589;22;2;NULL;
小雪1304619565;u288649842951; 2013-10-09  21:56:03 ;152171421;23;2;NULL;
rainybaby577;u158607030521; 2013-10-09  22:01:12 ;152174788;24;2;NULL;
欣咏;u128022413010; 2013-10-09  22:17:46 ;152186827;25;4;NULL;潜山县县医院
转角夏天;u34867476108; 2013-10-09  23:15:55 ;152222697;26;4;NULL;
羊羊快到妈妈怀里来;u168635763147; 2013-10-09  23:24:47 ;152227334;27;7;NULL;
转角夏天;u34867476108; 2013-10-09  23:47:09 ;152237505;28;4;NULL;
羊羊快到妈妈怀里来;u168635763147; 2013-10-09  23:47:35 ;152237693;29;7;NULL;
亲亲嗳嗳;u828652540422; 2013-10-10  00:18:00 ;152248636;30;4;NULL;揭阳市揭西县河婆人民医院
筱八;u34867373862; 2013-10-10  11:25:18 ;152414886;31;6;NULL;巨野县人民医院
landlady;u128603677441; 2013-10-11  14:14:30 ;153133731;32;6;NULL;海淀妇幼保健院
天空安静1987;u158621692628; 2013-10-21  20:01:39 ;159179975;33;5;NULL;灌南人民医院
辣妈辣妈加油;u968646500541; 2013-10-22  08:29:06 ;159402028;34;5;NULL;
小小葛宝贝;u328785076342; 2013-10-22  11:07:06 ;159480234;36;3;NULL;
M美酱子;u158703425951; 2013-11-04  16:27:40 ;167738234;37;2;NULL;第一妇婴保健医院浦东分院
杨夫人2012;u808073110639; 2013-11-04  16:49:50 ;167753092;38;3;NULL;晋江中医院
我是牛奶控;u128907150324; 2014-12-09  22:48:15 ;541356775;39;2;NULL;
筱八;u34867373862; 2014-12-12  13:20:11 ;543939886;40;6;NULL;巨野县人民医院
瑩兒;u158937662252; 2014-12-12  13:45:28 ;543960328;41;2;NULL;
树友18089943;u13374897754; 2014-12-12  13:53:38 ;543967002;42;2;NULL;
我是牛奶控;u128907150324; 2014-12-12  19:29:53 ;544241601;43;2;NULL;
孕期用户03751780;u15386270234; 2014-12-12  22:07:07 ;544387367;44;3;NULL;
花开6;u643654035685; 2014-12-12  23:09:40 ;544445112;45;4;NULL;
韩沃;u14365348660; 2014-12-12  23:10:39 ;544445980;46;4;NULL;
快乐主妇33;u11362151933; 2014-12-12  23:28:51 ;544461803;47;5;NULL;
Januarysea;u76379730998; 2014-12-13  00:31:19 ;544504634;48;2;NULL;
圈点圈点;u343603867322; 2014-12-13  02:37:15 ;544547795;49;6;NULL;
圈点圈点;u343603867322; 2014-12-13  02:41:08 ;544548552;50;6;NULL;
西宝a;u148281828273; 2014-12-13  08:33:18 ;544660365;51;2;NULL;
花蝴蝶为谁开;u158717749268; 2013-10-15  12:30:48 ;;;5;NULL;
bbmm的喜羊羊和美羊羊;u5526413115; 2013-10-15  12:34:15 ;155516883;1;6;NULL;
花蝴蝶为谁开;u158717749268; 2013-10-15  12:36:14 ;155518157;2;5;NULL;
YaneLam;u168673202646; 2013-10-15  12:36:50 ;155518589;3;3;NULL;东莞市人民医院
bbmm的喜羊羊和美羊羊;u5526413115; 2013-10-15  12:38:33 ;155519697;4;6;NULL;
唐胖子;u93863287399; 2013-10-15  12:40:16 ;155520879;5;2;NULL;
亲心宝宝;u11865689224; 2013-10-15  12:40:49 ;155521252;6;3;NULL;上杭县医院
aunt33;u478641086645; 2013-10-15  12:41:35 ;155521797;7;4;NULL;
花蝴蝶为谁开;u158717749268; 2013-10-15  12:42:23 ;155522361;8;5;NULL;
花蝴蝶为谁开;u158717749268; 2013-10-15  12:42:40 ;155522537;9;5;NULL;
叼着烟斗的猫;u89866750850; 2013-10-15  12:43:25 ;155523013;10;5;NULL;安徽省立医院
Oo小熊oO;u14203193749; 2013-10-15  12:45:33 ;155524450;11;2;NULL;盛京医院滑翔分院编辑
mao小咔;u148710701805; 2013-10-15  12:45:46 ;155524601;12;3;NULL;鄞州人民医院
蕃茄土豆丝;u448641323828; 2013-10-15  12:46:25 ;155525064;13;4;NULL;邢台医专第二附属医院
aunt33;u478641086645; 2013-10-15  12:55:17 ;155530888;14;4;NULL;
花蝴蝶为谁开;u158717749268; 2013-10-15  12:59:16 ;155533633;15;5;NULL;
琳琳吖吖;u41806388367; 2013-10-15  12:59:30 ;155533796;16;4;NULL;衡阳妇幼保健院
翰宝心愿;u148655694314; 2013-10-15  13:01:08 ;155534805;17;4;NULL;深圳市人民医院
生如夏花YY;u158717891832; 2013-10-15  13:03:17 ;155536082;18;3;NULL;怀化市第二人民医院
羊羊快到妈妈怀里来;u168635763147; 2013-10-15  13:05:16 ;155537268;19;7;NULL;
又又8789;u88871064494; 2013-10-15  13:07:55 ;155538785;20;3;NULL;
么么爱蜜果子;u158673959340; 2013-10-15  13:10:37 ;155540250;21;4;NULL;广州中医药大学祈福医院
东爸西妈;u10869041956; 2013-10-15  13:13:49 ;155542036;22;5;NULL;
短暂的薪福;u27864127156; 2013-10-15  13:14:42 ;155542535;23;4;NULL;彭州人民医院
期待蝴蝶;u88871741934; 2013-10-15  13:21:09 ;155546299;24;4;NULL;兰州军区陆军总院
二月-Pisces;u27868226134; 2013-10-15  13:34:59 ;155554508;25;5;NULL;阳江安琪儿妇产医院
花蝴蝶为谁开;u158717749268; 2013-10-15  13:40:37 ;155557775;26;5;NULL;
花蝴蝶为谁开;u158717749268; 2013-10-15  13:42:09 ;155558650;27;5;NULL;
Allwell;u19864625411; 2013-10-15  13:44:40 ;155560178;28;2;NULL;
花蝴蝶为谁开;u158717749268; 2013-10-15  14:02:55 ;155571165;29;5;NULL;
花蝴蝶为谁开;u158717749268; 2013-10-15  14:07:57 ;155574068;30;5;NULL;
花蝴蝶为谁开;u158717749268; 2013-10-15  14:09:26 ;155574918;31;5;NULL;
十指紧扣523;u13864189616; 2013-10-15  14:13:07 ;155577036;32;2;NULL;
 。;.鉺環|.129C643983E ;u61860024031; 2013-10-15  14:15:31 ;155578381;33;5;NULL;
花蝴蝶为谁开;u158717749268; 2013-10-15  14:18:32 ;155580122;34;5;NULL;
泼妹;u988645587169; 2013-10-15  14:20:22 ;155581212;35;4;NULL;
宝贝要健康坚强;u158647593245; 2013-10-15  14:21:04 ;155581595;36;7;NULL;合江县人民医院
豆豆芽芽儿儿;u988042899091; 2013-10-15  14:24:54 ;155583656;37;5;NULL;
2013小白007;u148697047936; 2013-10-15  14:29:43 ;155586334;38;7;NULL;辽阳市第三人民医院
许多钱钱钱;u11868416409; 2013-10-15  14:31:47 ;155587516;39;5;NULL;
吴斯一;u59831501717; 2013-10-15  14:38:39 ;155591710;40;3;NULL;宁波市妇女儿童医院（宁波市妇幼保健院/宁波市红十字医院）
么么爱蜜果子;u158673959340; 2013-10-15  14:50:08 ;155598618;41;4;NULL;广州中医药大学祈福医院
花蝴蝶为谁开;u158717749268; 2013-10-15  15:05:16 ;155609295;42;5;NULL;
么么爱蜜果子;u158673959340; 2013-10-15  15:14:42 ;155616631;43;4;NULL;广州中医药大学祈福医院
褀褀超人;u728716867974; 2013-10-15  15:44:05 ;155638580;44;4;NULL;
花蝴蝶为谁开;u158717749268; 2013-10-15  16:12:36 ;155656604;45;5;NULL;
飞娜娜;u378719319859; 2013-10-15  16:30:09 ;155666433;46;2;NULL;
褀褀超人;u728716867974; 2013-10-15  17:05:00 ;155685608;47;4;NULL;
粉宝粉宝;u768348210384; 2013-10-15  17:32:58 ;155699918;48;10;NULL;深圳市人民医院
莙莙乖;u27863721292; 2013-10-15  17:37:28 ;155702051;49;2;NULL;
平婷婷;u548663256945; 2013-10-15  18:26:19 ;155723510;50;9;NULL;高州市中医院
兔先生的龙太太;u148665230262; 2013-10-15  18:31:21 ;155725549;51;6;NULL;海淀医院
楊林燕;u568667662402; 2013-10-15  18:32:30 ;155726010;52;3;NULL;
花蝴蝶为谁开;u158717749268; 2013-10-15  19:15:22 ;155745423;53;5;NULL;
1597420186;u24865662974; 2013-10-15  19:19:52 ;155747654;54;2;NULL;玉溪市人民医院
宝贝jelly;u458649180773; 2013-10-15  19:23:04 ;155749357;55;3;NULL;
喵了个眯;u13871166674; 2013-10-15  19:24:36 ;155750152;56;3;NULL;珠海市妇幼保健院
小邵也;u13871892727; 2013-10-15  19:28:48 ;155752312;57;4;NULL;
